,committing,disadvantaged,decision
10273,DeAndre Jordan,Trevor Booker,CNC
10276,Isaiah Whitehead,Chris Paul,CNC
10277,Paul Pierce,Trevor Booker,CC
10278,Isaiah Whitehead,Chris Paul,CNC
10279,Joe Harris,Luc Mbah a Moute,CC
10281,Brandon Bass,Sean Kilpatrick,CC
10282,Isaiah Whitehead,DeAndre Jordan,CC
10283,Brandon Bass,Sean Kilpatrick,CC
10285,DeAndre Jordan,Isaiah Whitehead,CNC
10287,Jamal Crawford,Sean Kilpatrick,CNC
10288,DeAndre Jordan,Sean Kilpatrick,CNC
10289,DeAndre Jordan,Isaiah Whitehead,CNC
10290,Chris Paul,Isaiah Whitehead,CNC
10291,Isaiah Whitehead,Chris Paul,CNC
10293,DeAndre Jordan,Isaiah Whitehead,CNC
10294,DeAndre Jordan,Isaiah Whitehead,CNC
10295,Isaiah Whitehead,DeAndre Jordan,INC
10296,DeAndre Jordan,Sean Kilpatrick,CC
10297,DeAndre Jordan,Isaiah Whitehead,CNC
10298,Trevor Booker,DeAndre Jordan,CNC
10300,Larry Nance Jr.,Jimmy Butler,CNC
10301,Robin Lopez,Julius Randle,CNC
10303,Brandon Ingram,Jimmy Butler,INC
10304,Rajon Rondo,Julius Randle,CC
10305,Julius Randle,Nikola Mirotic,CNC
10306,Julius Randle,Dwyane Wade,CNC
10307,Lou Williams,Jimmy Butler,CNC
10308,Larry Nance Jr.,Rajon Rondo,CNC
10309,Rajon Rondo,Lou Williams,CC
10311,Robin Lopez,Brandon Ingram,INC
10314,Jerian Grant,Julius Randle,CC
10315,Nikola Mirotic,Larry Nance Jr.,CC
10316,LaMarcus Aldridge,Wesley Matthews,CNC
10317,Harrison Barnes,Dewayne Dedmon,INC
10318,Dewayne Dedmon,Jonathan Gibson,CNC
10319,LaMarcus Aldridge,Jonathan Gibson,CNC
10320,Danny Green,Harrison Barnes,CNC
10324,LaMarcus Aldridge,Wesley Matthews,CNC
10325,Andrew Bogut,Danny Green,CNC
10326,LaMarcus Aldridge,Jonathan Gibson,CNC
10327,Dewayne Dedmon,Harrison Barnes,CNC
10328,Harrison Barnes,Dewayne Dedmon,INC
10329,Wesley Matthews,Kawhi Leonard,CC
10330,Dorian Finney-Smith,Kawhi Leonard,CC
10332,Kristaps Porzingis,Gorgui Dieng,INC
10333,Kyle O'Quinn,Zach LaVine,CNC
10334,Brandon Jennings,Andrew Wiggins,CNC
10335,Ricky Rubio,Justin Holiday,INC
10336,Kristaps Porzingis,Gorgui Dieng,CNC
10337,Karl-Anthony Towns,Brandon Jennings,CNC
10338,Kyle O'Quinn,Karl-Anthony Towns,CC
10340,Markieff Morris,Jerami Grant,CNC
10341,Markieff Morris,Russell Westbrook,CNC
10342,Markieff Morris,Semaj Christon,CNC
10343,Kelly Oubre,Russell Westbrook,CNC
10346,John Wall,Russell Westbrook,CNC
10347,Jerami Grant,Markieff Morris,CNC
10348,Anthony Morrow,Otto Porter Jr.,CNC
10349,Russell Westbrook,Bradley Beal,CNC
10350,Jerami Grant,John Wall,CNC
10351,Victor Oladipo,Otto Porter Jr.,CNC
10352,Dwight Howard,Eric Bledsoe,CNC
10355,Tyson Chandler,Kent Bazemore,CNC
10357,Dennis Schroder,Eric Bledsoe,CNC
10358,Dennis Schroder,Eric Bledsoe,CNC
10359,Brandon Knight,Tim Hardaway Jr.,CNC
10360,Thabo Sefolosha,Brandon Knight,CC
10361,Tim Hardaway Jr.,Brandon Knight,CC
10362,Tim Hardaway Jr.,Devin Booker,CC
10363,Tyson Chandler,Dennis Schroder,CC
10364,Dennis Schroder,Eric Bledsoe,CC
10368,Dwight Powell,Jeremy Lamb,CC
10369,Nicolas Batum,Wesley Matthews,IC
10371,Salah Mejri,Kemba Walker,CNC
10372,Wesley Matthews,Cody Zeller,CNC
10373,Dorian Finney-Smith,Jeremy Lamb,CNC
10374,Salah Mejri,Michael Kidd-Gilchrist,CC
10375,Harrison Barnes,Kemba Walker,CNC
10376,Jonathan Gibson,Nicolas Batum,CC
10377,Stephen Curry,James Harden,CNC
10378,Draymond Green,Eric Gordon,INC
10379,James Harden,Draymond Green,CC
10380,James Harden,Klay Thompson,CNC
10381,Stephen Curry,Sam Dekker,CNC
10382,Sam Dekker,Kevin Durant,CC
10385,Draymond Green,James Harden,CNC
10386,Patrick Beverley,Kevin Durant,CNC
10387,Draymond Green,Ryan Anderson,CC
10388,Eric Gordon,Kevin Durant,CC
10389,James Harden,Stephen Curry,CNC
10390,Ryan Anderson,Draymond Green,CNC
10392,Ryan Anderson,Andre Iguodala,CNC
10393,Eric Gordon,Andre Iguodala,CNC
10395,Sam Dekker,Stephen Curry,CNC
10397,Shaun Livingston,Sam Dekker,CNC
10398,Draymond Green,Eric Gordon,CNC
10400,Draymond Green,Sam Dekker,INC
10401,Trevor Ariza,Draymond Green,CC
10402,James Harden,Kevin Durant,CNC
10403,Kevin Durant,Eric Gordon,CNC
10405,Draymond Green,James Harden,CNC
10406,Montrezl Harrell,Shaun Livingston,CNC
10407,Klay Thompson,James Harden,CNC
10408,James Harden,Klay Thompson,CNC
10409,Montrezl Harrell,Draymond Green,CC
10411,Shaun Livingston,James Harden,CNC
10412,Kevin Durant,Patrick Beverley,CC
10414,Kevin Durant,Ryan Anderson,CNC
10415,Draymond Green,Trevor Ariza,CC
10418,Nikola Vucevic,Andrew Harrison,CNC
10419,Tony Allen,Nikola Vucevic,CC
10421,Jeff Green,Tony Allen,CC
10422,Serge Ibaka,Andrew Harrison,CNC
10423,Marc Gasol,Evan Fournier,CNC
10427,Bismack Biyombo,Marc Gasol,CC
10428,Tony Allen,Evan Fournier,CNC
10429,Serge Ibaka,Tony Allen,CNC
10430,Andrew Harrison,Evan Fournier,CNC
10431,Marc Gasol,Evan Fournier,CNC
10434,Tyler Johnson,Shelvin Mack,CNC
10436,Joe Johnson,James Johnson,CNC
10439,Shelvin Mack,Goran Dragic,CNC
10440,Goran Dragic,Rudy Gobert,INC
10442,Gordon Hayward,Hassan Whiteside,CNC
10443,Rudy Gobert,James Johnson,CNC
10444,James Johnson,Gordon Hayward,CNC
10445,Rodney McGruder,Gordon Hayward,CNC
10446,Joe Johnson,Tyler Johnson,INC
10448,DeMarcus Cousins,Isaiah Thomas,CC
10451,DeMarcus Cousins,Isaiah Thomas,CNC
10452,Rudy Gay,Isaiah Thomas,INC
10453,DeMarcus Cousins,Marcus Smart,CNC
10454,Marcus Smart,Darren Collison,CC
10456,DeMarcus Cousins,Avery Bradley,CNC
10457,Avery Bradley,DeMarcus Cousins,CC
10458,Darren Collison,Isaiah Thomas,CC
10459,Rudy Gay,Al Horford,CNC
10460,Jae Crowder,DeMarcus Cousins,CNC
10461,Al Horford,DeMarcus Cousins,CNC
10462,Garrett Temple,Al Horford,CC
10464,Kristaps Porzingis,Ricky Rubio,CNC
10466,Ricky Rubio,Kristaps Porzingis,CNC
10467,Zach LaVine,Kyle O'Quinn,CNC
10468,Karl-Anthony Towns,Derrick Rose,CNC
10469,Kyle O'Quinn,Karl-Anthony Towns,CNC
10470,Nemanja Bjelica,Kristaps Porzingis,CNC
10471,Kristaps Porzingis,Karl-Anthony Towns,CNC
10472,Carmelo Anthony,Nemanja Bjelica,CNC
10473,Zach LaVine,Derrick Rose,CC
10474,Ricky Rubio,Kristaps Porzingis,INC
10475,Kristaps Porzingis,Ricky Rubio,CNC
10477,Nemanja Bjelica,Carmelo Anthony,CNC
10478,Karl-Anthony Towns,Justin Holiday,CC
10479,Carmelo Anthony,Andrew Wiggins,CNC
10480,Andrew Wiggins,Carmelo Anthony,CC
10481,LaMarcus Aldridge,Bradley Beal,CC
10482,Marcin Gortat,LaMarcus Aldridge,CNC
10483,LaMarcus Aldridge,Otto Porter Jr.,CNC
10484,Marcin Gortat,Kawhi Leonard,CNC
10485,Kawhi Leonard,Otto Porter Jr.,CC
10487,Marcin Gortat,Patty Mills,CNC
10489,Markieff Morris,Patty Mills,CNC
10490,Manu Ginobili,John Wall,CNC
10491,Marcin Gortat,LaMarcus Aldridge,CNC
10492,Manu Ginobili,Otto Porter Jr.,CNC
10493,Marcin Gortat,LaMarcus Aldridge,CC
10495,Gorgui Dieng,Kemba Walker,CNC
10497,Gorgui Dieng,Michael Kidd-Gilchrist,CNC
10499,Nicolas Batum,Zach LaVine,CNC
10501,Zach LaVine,Nicolas Batum,CC
10505,Cody Zeller,Ricky Rubio,INC
10506,Jordan Clarkson,Andrew Harrison,CNC
10508,Jordan Clarkson,Andrew Harrison,INC
10510,Jordan Clarkson,Andrew Harrison,CNC
10511,Andrew Harrison,Jordan Clarkson,CC
10512,Tony Allen,Lou Williams,CC
10513,Jordan Clarkson,Tony Allen,CNC
10514,Tony Allen,Brandon Ingram,INC
10515,Luol Deng,JaMychal Green,CC
10516,Lou Williams,Marc Gasol,CNC
10517,Marc Gasol,Julius Randle,CC
10518,Marc Gasol,Luol Deng,INC
10521,Dario Saric,Isaiah Thomas,CNC
10522,Jae Crowder,Dario Saric,CC
10523,Jahlil Okafor,Isaiah Thomas,CNC
10524,Avery Bradley,Dario Saric,INC
10525,Dario Saric,Isaiah Thomas,CNC
10526,Jae Crowder,Dario Saric,CNC
10528,Al Horford,Hollis Thompson,INC
10529,Ersan Ilyasova,Avery Bradley,CC
10532,Hollis Thompson,Marcus Smart,CC
10533,Nik Stauskas,Al Horford,CC
10536,Goran Dragic,CJ McCollum,CNC
10537,Mason Plumlee,Hassan Whiteside,CNC
10538,CJ McCollum,Goran Dragic,CNC
10539,Hassan Whiteside,Mason Plumlee,CNC
10540,CJ McCollum,Goran Dragic,CNC
10541,Mason Plumlee,Hassan Whiteside,INC
10542,Wayne Ellington,Damian Lillard,CC
10543,Hassan Whiteside,Mason Plumlee,CC
10544,CJ McCollum,Wayne Ellington,CNC
10546,Tyler Johnson,Allen Crabbe,CC
10547,Damian Lillard,Tyler Johnson,CNC
10548,Joakim Noah,Rudy Gay,CNC
10549,Kristaps Porzingis,Rudy Gay,CNC
10550,Willie Cauley-Stein,Kristaps Porzingis,CNC
10551,Garrett Temple,Kyle O'Quinn,CNC
10552,Garrett Temple,Derrick Rose,CNC
10553,Willie Cauley-Stein,Kyle O'Quinn,CNC
10555,Brandon Jennings,Darren Collison,CNC
10556,Kyle O'Quinn,DeMarcus Cousins,CNC
10557,Kristaps Porzingis,Rudy Gay,CNC
10558,Rudy Gay,Carmelo Anthony,CC
10559,Rudy Gay,Brandon Jennings,CC
10560,Marcin Gortat,Joe Harris,CNC
10562,Otto Porter Jr.,Brook Lopez,CC
10564,Sean Kilpatrick,Bradley Beal,CNC
10565,Markieff Morris,Sean Kilpatrick,CNC
10566,Bradley Beal,Joe Harris,CNC
10567,Bojan Bogdanovic,Bradley Beal,CC
10568,Rondae Hollis-Jefferson,John Wall,CC
10571,Montrezl Harrell,Isaiah Thomas,CNC
10572,James Harden,Marcus Smart,CNC
10574,Montrezl Harrell,Al Horford,CNC
10575,Marcus Smart,James Harden,CNC
10576,Al Horford,Eric Gordon,CNC
10577,Eric Gordon,Avery Bradley,CNC
10579,Avery Bradley,James Harden,CNC
10580,James Harden,Marcus Smart,CC
10582,James Harden,Isaiah Thomas,CNC
10583,James Harden,Al Horford,INC
10585,Isaiah Thomas,Montrezl Harrell,INC
10587,Patrick Beverley,Al Horford,CNC
10588,James Harden,Marcus Smart,CNC
10589,Greg Monroe,Patty Mills,CNC
10590,Mirza Teletovic,LaMarcus Aldridge,CNC
10591,Jabari Parker,Patty Mills,CNC
10592,Tony Snell,Kawhi Leonard,CC
10593,LaMarcus Aldridge,Jabari Parker,CNC
10597,Giannis Antetokounmpo,Manu Ginobili,CNC
10599,JaMychal Green,Anthony Davis,CNC
10600,Anthony Davis,Troy Daniels,CNC
10601,Tim Frazier,Andrew Harrison,CNC
10602,Terrence Jones,JaMychal Green,CNC
10604,Tim Frazier,Andrew Harrison,CNC
10605,Terrence Jones,Andrew Harrison,CNC
10606,Tony Allen,Anthony Davis,CC
10607,JaMychal Green,Anthony Davis,CNC
10608,JaMychal Green,Terrence Jones,CNC
10609,Terrence Jones,Marc Gasol,CNC
10610,Marc Gasol,Anthony Davis,CNC
10611,Tim Frazier,Andrew Harrison,CNC
10612,Tim Frazier,Andrew Harrison,INC
10613,Solomon Hill,Troy Daniels,CNC
10614,Anthony Davis,Andrew Harrison,CNC
10615,JaMychal Green,Anthony Davis,CNC
10616,Solomon Hill,Troy Daniels,CNC
10617,Tim Frazier,Tony Allen,CC
10618,Anthony Davis,JaMychal Green,CNC
10619,JaMychal Green,Solomon Hill,CC
10620,Marc Gasol,Terrence Jones,CNC
10622,Marc Gasol,Terrence Jones,CNC
10623,Tim Frazier,Marc Gasol,CNC
10624,Tony Allen,Anthony Brown,CNC
10625,Anthony Davis,Andrew Harrison,CNC
10627,Anthony Davis,Marc Gasol,CNC
10628,JaMychal Green,Anthony Davis,CNC
10629,Anthony Davis,Marc Gasol,CNC
10630,Tony Allen,Langston Galloway,CNC
10631,JaMychal Green,Solomon Hill,CNC
10632,Tony Allen,Solomon Hill,CNC
10634,Marc Gasol,Anthony Davis,CNC
10635,JaMychal Green,Anthony Davis,CNC
10636,Anthony Davis,Marc Gasol,INC
10637,Andrew Harrison,Tim Frazier,CNC
10638,JaMychal Green,Langston Galloway,CNC
10639,Troy Williams,Dario Saric,CC
10641,Richaun Holmes,Marc Gasol,CC
10642,Marc Gasol,T.J. McConnell,CNC
10643,Zach Randolph,Ersan Ilyasova,CNC
10644,T.J. McConnell,Tony Allen,CNC
10645,Richaun Holmes,Andrew Harrison,CNC
10646,Andrew Harrison,Ersan Ilyasova,CNC
10647,Richaun Holmes,Marc Gasol,CC
10648,Ersan Ilyasova,Andrew Harrison,CNC
10649,Nik Stauskas,Tony Allen,CC
10652,Andrew Harrison,Dario Saric,CNC
10653,Ersan Ilyasova,Zach Randolph,CC
10654,Marc Gasol,Ersan Ilyasova,CNC
10655,Ersan Ilyasova,JaMychal Green,CC
10656,Tyson Chandler,Gordon Hayward,CNC
10657,Rudy Gobert,Brandon Knight,CNC
10659,Tyson Chandler,Gordon Hayward,CNC
10660,Rudy Gobert,Tyson Chandler,CNC
10662,Tyson Chandler,Shelvin Mack,CNC
10664,Tyson Chandler,Rudy Gobert,CC
10667,Dragan Bender,Rudy Gobert,CNC
10668,Shelvin Mack,Brandon Knight,CNC
10669,Jared Dudley,Gordon Hayward,CC
10670,Toney Douglas,Damian Lillard,CNC
10671,Damian Lillard,Tony Allen,CNC
10673,Troy Daniels,Damian Lillard,CC
10674,Mason Plumlee,Marc Gasol,INC
10675,Marc Gasol,Damian Lillard,CNC
10677,Marc Gasol,Evan Turner,CC
10678,Marc Gasol,Ed Davis,CNC
10679,Marc Gasol,Allen Crabbe,CNC
10680,Damian Lillard,Toney Douglas,CC
10681,JaMychal Green,Mason Plumlee,CC
10682,Damian Lillard,Toney Douglas,CC
10684,John Wall,Jameer Nelson,CNC
10686,Nikola Jokic,Kelly Oubre,CNC
10687,Jameer Nelson,Bradley Beal,CC
10688,Wilson Chandler,Kelly Oubre,CNC
10689,Otto Porter Jr.,Nikola Jokic,CNC
10692,Nikola Jokic,Bradley Beal,INC
10693,John Wall,Jameer Nelson,CC
10694,Marcin Gortat,Nikola Jokic,CNC
10695,Nikola Jokic,John Wall,INC
10696,Nikola Jokic,John Wall,CC
10699,Thabo Sefolosha,John Henson,CNC
10700,Paul Millsap,Tony Snell,CNC
10701,Jabari Parker,Thabo Sefolosha,CNC
10702,Matthew Dellavedova,Thabo Sefolosha,CNC
10703,Thabo Sefolosha,Giannis Antetokounmpo,CNC
10704,Matthew Dellavedova,Dennis Schroder,CNC
10705,John Henson,Thabo Sefolosha,CNC
10706,Paul Millsap,Matthew Dellavedova,CNC
10707,Matthew Dellavedova,Dennis Schroder,CC
10708,Thabo Sefolosha,Giannis Antetokounmpo,CNC
10709,Matthew Dellavedova,Dennis Schroder,CNC
10710,Greg Monroe,Kyle Korver,INC
10711,Jabari Parker,Dennis Schroder,CC
10712,Thabo Sefolosha,Giannis Antetokounmpo,CNC
10714,Patrick Beverley,Russell Westbrook,CNC
10716,James Harden,Russell Westbrook,CC
10717,Ryan Anderson,Russell Westbrook,INC
10718,Andre Roberson,James Harden,INC
10719,Russell Westbrook,Ryan Anderson,CNC
10720,Patrick Beverley,Russell Westbrook,CC
10722,Andre Roberson,James Harden,CNC
10725,Patrick Beverley,Russell Westbrook,CNC
10727,Steven Adams,Patrick Beverley,CNC
10728,Patrick Beverley,Russell Westbrook,CNC
10729,Andre Roberson,Trevor Ariza,CC
10730,James Harden,Anthony Morrow,CNC
10731,Carmelo Anthony,Rudy Gay,CNC
10733,Carmelo Anthony,Rudy Gay,CNC
10734,DeMarcus Cousins,Joakim Noah,INC
10735,Omri Casspi,Kristaps Porzingis,CNC
10736,Kristaps Porzingis,Rudy Gay,CNC
10737,Carmelo Anthony,Rudy Gay,CNC
10738,DeMarcus Cousins,Carmelo Anthony,CNC
10739,Rudy Gay,Brandon Jennings,INC
10740,Joakim Noah,DeMarcus Cousins,CNC
10741,Darren Collison,Brandon Jennings,CC
10742,Joakim Noah,DeMarcus Cousins,CNC
10743,Omri Casspi,Carmelo Anthony,CC
10745,DeMarcus Cousins,Joakim Noah,CNC
10746,Courtney Lee,Rudy Gay,CNC
10748,Rudy Gay,Carmelo Anthony,CC
10749,Carmelo Anthony,DeMarcus Cousins,CNC
10750,Robin Lopez,Josh Richardson,CNC
10752,Taj Gibson,Tyler Johnson,CC
10755,Tyler Johnson,Dwyane Wade,CNC
10756,Tyler Johnson,Jimmy Butler,CC
10757,Dwyane Wade,Goran Dragic,CC
10758,Josh McRoberts,Jimmy Butler,CC
10759,Joe Young,Mason Plumlee,CNC
10760,Mason Plumlee,Myles Turner,CNC
10761,Mason Plumlee,Jeff Teague,CNC
10762,Myles Turner,Damian Lillard,CNC
10763,Paul George,Mason Plumlee,CNC
10764,Damian Lillard,Paul George,CNC
10766,Mason Plumlee,Paul George,CC
10767,Thaddeus Young,Maurice Harkless,CNC
10769,Jeff Teague,Damian Lillard,CNC
10770,CJ McCollum,Rodney Stuckey,CC
10771,Jeff Teague,Damian Lillard,CNC
10772,CJ McCollum,Rodney Stuckey,CNC
10773,Bismack Biyombo,Danilo Gallinari,CNC
10774,Will Barton,Evan Fournier,CNC
10775,Jameer Nelson,Evan Fournier,CNC
10776,Jeff Green,Will Barton,CC
10777,Will Barton,Evan Fournier,CNC
10778,Bismack Biyombo,Will Barton,CNC
10779,Kenneth Faried,Jodie Meeks,CNC
10781,Will Barton,Serge Ibaka,CC
10782,Darrell Arthur,Jeff Green,CNC
10783,D.J. Augustin,Will Barton,CC
10784,Serge Ibaka,Will Barton,CNC
10786,Serge Ibaka,Will Barton,CC
10787,Will Barton,Evan Fournier,CNC
10788,Marcin Gortat,Tony Snell,CNC
10790,John Henson,Bradley Beal,CNC
10791,Kelly Oubre,Giannis Antetokounmpo,CNC
10792,John Wall,Giannis Antetokounmpo,INC
10793,Giannis Antetokounmpo,John Wall,CNC
10794,John Henson,John Wall,CNC
10796,Giannis Antetokounmpo,Marcin Gortat,INC
10797,Marcin Gortat,John Henson,CNC
10798,Jabari Parker,Kelly Oubre,CC
10799,Giannis Antetokounmpo,John Wall,CC
10800,John Wall,Giannis Antetokounmpo,CNC
10801,Jabari Parker,John Wall,CC
10802,Malcolm Brogdon,Bradley Beal,CC
10803,Bradley Beal,Matthew Dellavedova,CNC
10804,Anthony Morrow,Terry Rozier,CNC
10805,Kelly Olynyk,Russell Westbrook,CNC
10806,Semaj Christon,Avery Bradley,CNC
10807,Semaj Christon,Marcus Smart,CNC
10809,Al Horford,Anthony Morrow,CNC
10810,Steven Adams,Al Horford,CNC
10811,Steven Adams,Avery Bradley,CNC
10812,Steven Adams,Al Horford,CNC
10814,Avery Bradley,Russell Westbrook,CC
10815,Andre Roberson,Marcus Smart,CNC
10816,Terry Rozier,Russell Westbrook,CC
10817,PJ Tucker,Anthony Davis,CNC
10818,Devin Booker,Tim Frazier,CC
10819,Tyson Chandler,Tim Frazier,CNC
10820,Anthony Davis,Leandro Barbosa,CNC
10821,PJ Tucker,Jrue Holiday,CC
10822,E'Twaun Moore,Eric Bledsoe,CNC
10823,Tim Frazier,Eric Bledsoe,CNC
10824,Anthony Davis,Tyson Chandler,CNC
10825,Jrue Holiday,Devin Booker,CC
10826,Tim Frazier,Eric Bledsoe,CNC
10827,Langston Galloway,PJ Tucker,CNC
10830,E'Twaun Moore,Eric Bledsoe,INC
10831,Leandro Barbosa,Jrue Holiday,INC
10832,PJ Tucker,Jrue Holiday,CC
10834,Anthony Davis,Tyson Chandler,CNC
10835,Eric Bledsoe,Jrue Holiday,CC
10836,Anthony Davis,Eric Bledsoe,CNC
10837,Eric Bledsoe,Jrue Holiday,CC
10838,Anthony Davis,Devin Booker,CNC
10839,Tyson Chandler,Tim Frazier,CC
10841,Eric Gordon,Sean Kilpatrick,INC
10842,Sean Kilpatrick,Nene,CC
10843,Brook Lopez,James Harden,CNC
10844,James Harden,Sean Kilpatrick,CNC
10845,Brook Lopez,James Harden,CNC
10846,Nene,Brook Lopez,CNC
10847,James Harden,Sean Kilpatrick,CNC
10848,Brook Lopez,James Harden,CNC
10849,Trevor Ariza,Joe Harris,CNC
10850,James Harden,Sean Kilpatrick,CNC
10851,Jeremy Lin,Nene,CC
10852,Trevor Ariza,Joe Harris,CNC
10853,Sean Kilpatrick,Eric Gordon,CC
10856,Nene,Brook Lopez,CNC
10857,Patrick Beverley,Jeremy Lin,INC
10858,Brook Lopez,Eric Gordon,CC
10859,Nene,Brook Lopez,CNC
10860,DeAndre Jordan,CJ McCollum,CNC
10861,Blake Griffin,Evan Turner,CNC
10862,Blake Griffin,Damian Lillard,INC
10863,Mason Plumlee,Chris Paul,CNC
10864,Raymond Felton,Damian Lillard,CNC
10865,Damian Lillard,Chris Paul,CC
10866,Blake Griffin,Evan Turner,CNC
10867,Jamal Crawford,Damian Lillard,INC
10868,DeAndre Jordan,Evan Turner,CC
10869,DeAndre Jordan,Damian Lillard,CC
10870,CJ McCollum,JJ Redick,INC
10871,Shabazz Napier,Blake Griffin,INC
10872,Raymond Felton,CJ McCollum,CC
10873,CJ McCollum,JJ Redick,CC
10874,CJ McCollum,JJ Redick,CC
10875,Maurice Harkless,Blake Griffin,CNC
10878,Bradley Beal,Goran Dragic,INC
10879,Marcin Gortat,Tyler Johnson,CNC
10880,Tyler Johnson,John Wall,CNC
10881,Markieff Morris,Goran Dragic,CNC
10882,Marcin Gortat,Josh Richardson,CC
10883,Markieff Morris,James Johnson,CC
10884,Bradley Beal,Hassan Whiteside,CC
10887,Karl-Anthony Towns,Doug McDermott,CNC
10890,Robin Lopez,Andrew Wiggins,CNC
10891,Gorgui Dieng,Robin Lopez,INC
10892,Karl-Anthony Towns,Dwyane Wade,CNC
10893,Zach LaVine,Dwyane Wade,CNC
10894,Dwyane Wade,Karl-Anthony Towns,CNC
10895,Jimmy Butler,Zach LaVine,CC
10899,Anthony Davis,Stephen Curry,CNC
10900,Klay Thompson,Jrue Holiday,CNC
10901,Stephen Curry,Jrue Holiday,CNC
10902,Andre Iguodala,Jrue Holiday,CNC
10903,Andre Iguodala,Anthony Davis,CC
10904,Draymond Green,Anthony Davis,CNC
10905,Draymond Green,Langston Galloway,CNC
10906,Jrue Holiday,Kevin Durant,CNC
10908,Klay Thompson,Anthony Davis,CNC
10909,Kevin Durant,Anthony Davis,CNC
10910,Klay Thompson,Jrue Holiday,CC
10912,Draymond Green,Anthony Davis,INC
10913,Langston Galloway,Draymond Green,CC
10915,Langston Galloway,Draymond Green,CC
10916,Tyson Chandler,Ron Baker,CNC
10917,Kristaps Porzingis,Eric Bledsoe,CNC
10918,Kristaps Porzingis,Tyson Chandler,INC
10919,Kristaps Porzingis,Tyson Chandler,CC
10920,Kristaps Porzingis,PJ Tucker,CNC
10922,Tyson Chandler,Brandon Jennings,CNC
10923,Brandon Jennings,Eric Bledsoe,CNC
10924,Kristaps Porzingis,PJ Tucker,CNC
10925,Devin Booker,Justin Holiday,CNC
10926,Marquese Chriss,Brandon Jennings,CNC
10927,Kristaps Porzingis,Eric Bledsoe,CC
10928,Tyson Chandler,Kyle O'Quinn,INC
10929,Tyson Chandler,Brandon Jennings,CNC
10930,PJ Tucker,Justin Holiday,CNC
10932,Tyson Chandler,Courtney Lee,CNC
10935,Leandro Barbosa,Kyle O'Quinn,CNC
10938,Justin Holiday,Devin Booker,CC
10939,Kyle O'Quinn,Leandro Barbosa,CNC
10940,PJ Tucker,Kyle O'Quinn,CC
10941,Tyson Chandler,Kyle O'Quinn,CC
10942,Tyson Chandler,Kyle O'Quinn,INC
10943,Tyson Chandler,Carmelo Anthony,INC
10944,Lance Thomas,Marquese Chriss,CNC
10945,Justin Holiday,PJ Tucker,CC
10946,Aaron Brooks,Tyler Johnson,CNC
10947,Myles Turner,Goran Dragic,CNC
10948,Paul George,Tyler Johnson,CNC
10949,Jeff Teague,Tyler Johnson,CNC
10950,Myles Turner,Tyler Johnson,CNC
10951,Goran Dragic,Thaddeus Young,CNC
10954,Josh Richardson,Paul George,CNC
10955,Josh Richardson,Paul George,CNC
10956,Aaron Brooks,Hassan Whiteside,CC
10958,Myles Turner,Hassan Whiteside,CC
10959,Josh Richardson,Paul George,CNC
10961,Marcin Gortat,Cody Zeller,CC
10962,Cody Zeller,John Wall,CNC
10963,Cody Zeller,Kelly Oubre,CNC
10964,Nicolas Batum,Kelly Oubre,CNC
10965,Cody Zeller,Bradley Beal,CNC
10966,John Wall,Michael Kidd-Gilchrist,INC
10967,Otto Porter Jr.,Kemba Walker,CNC
10968,Cody Zeller,John Wall,CNC
10969,Cody Zeller,John Wall,CNC
10970,Cody Zeller,Otto Porter Jr.,CNC
10971,Nicolas Batum,Bradley Beal,CC
10972,Cody Zeller,Bradley Beal,CNC
10973,Marco Belinelli,John Wall,CNC
10974,Kemba Walker,John Wall,CC
10975,Cody Zeller,John Wall,CNC
10976,Cody Zeller,Marcus Thornton,CNC
10977,Otto Porter Jr.,Kemba Walker,CNC
10979,Anthony Davis,Thaddeus Young,CNC
10980,Thaddeus Young,Anthony Davis,INC
10981,Glenn Robinson,Terrence Jones,CNC
10983,Myles Turner,Anthony Davis,CC
10985,E'Twaun Moore,CJ Miles,CNC
10986,CJ Miles,Solomon Hill,CNC
10987,Jeff Teague,Jrue Holiday,CNC
10988,Paul George,Terrence Jones,CC
10989,Jeff Teague,E'Twaun Moore,CC
10990,E'Twaun Moore,CJ Miles,CNC
10994,Troy Daniels,Garrett Temple,INC
10995,DeMarcus Cousins,Marc Gasol,CNC
10996,Darren Collison,Mike Conley,INC
10999,Zach Randolph,Anthony Tolliver,CC
11000,DeMarcus Cousins,Marc Gasol,CC
11001,Darren Collison,Tony Allen,CNC
11002,Mike Conley,Kosta Koufos,INC
11004,Marc Gasol,Kosta Koufos,CNC
11006,Mike Conley,Darren Collison,INC
11007,Zach Randolph,Darren Collison,CNC
11008,Darren Collison,Mike Conley,CNC
11009,Marc Gasol,Ty Lawson,CC
11010,D.J. Augustin,Jeremy Lin,CNC
11012,Sean Kilpatrick,Evan Fournier,CNC
11014,Serge Ibaka,Trevor Booker,CNC
11015,Jeremy Lin,Nikola Vucevic,CNC
11016,Nikola Vucevic,Jeremy Lin,CNC
11017,Sean Kilpatrick,Evan Fournier,CC
11018,Nikola Vucevic,Jeremy Lin,CC
11020,Brook Lopez,D.J. Augustin,CC
11021,Bojan Bogdanovic,Evan Fournier,CC
11022,Jeremy Lin,D.J. Augustin,CNC
11023,Luis Scola,Serge Ibaka,CC
11026,Salah Mejri,Rudy Gobert,CC
11027,Rudy Gobert,Seth Curry,CNC
11028,Salah Mejri,Rudy Gobert,CNC
